job_id,skill_abr
3884428798,MRKT
3884428798,PR
3884428798,WRT
3884431567,ENG
3884431567,IT
3884431568,IT
3861704803,BD
3861704803,SALE
3884431523,MGMT
3884431523,TRNG
3884431577,MGMT
3884431577,MNFC
3884428894,OTHR
3884427968,MGMT
3884427968,MNFC
3813844724,FIN
3813844724,SALE
3884428983,ENG
3884428983,IT
3884429613,MGMT
3884429613,MNFC
3884429625,MGMT
3884431496,MGMT
3884431496,MNFC
3884430505,PRJM
3884430505,IT
3884431558,MRKT
3884431558,WRT
3884431558,DSGN
3884430590,MGMT
3884430590,MNFC
3884430615,RSCH
3884430615,ANLS
3884431562,MGMT
3884431562,MNFC
3884429549,MGMT
3884429549,MNFC
3884427971,MGMT
3884427971,MNFC
3884427990,SALE
3884429551,ENG
3884429551,IT
3884429609,FIN
3884429609,IT
3884429609,BD
3884431493,PRCH
3884431493,SUPL
3884426774,MGMT
3884426774,MNFC
3884430508,ENG
3884430508,IT
3884426885,OTHR
3884427967,OTHR
3884431497,QA
3884431563,MRKT
3884431563,SALE
3884430607,SALE
3884430607,BD
3884430507,ENG
3884430507,IT
3884430524,MGMT
3884430524,MNFC
3884430513,OTHR
3884425974,BD
3884425974,SALE
3884430583,MGMT
3884430608,ACCT
3884430608,FIN
3884427964,ENG
3884427964,IT
3884429603,MGMT
3884429603,MNFC
3884428970,MGMT
3884428970,MNFC
3884430585,IT
3884429657,ACCT
3884431637,SALE
3884431637,BD
3884430259,HCPR
3884429619,ENG
3884430597,IT
3884428728,OTHR
3884427963,MGMT
3884427963,MNFC
3884429637,FIN
3884429637,SALE
3884430586,ENG
3884430586,IT
3884428984,OTHR
3884429634,BD
3884429634,SALE
3884429624,MGMT
3884429624,SALE
3884427833,PRCH
3884427833,SUPL
3884431593,DSGN
3884431593,ART
3884426996,ENG
3884426996,IT
3884427965,ACCT
3884427965,FIN
3884429672,MRKT
3884429672,PR
3884429672,WRT
3884430638,MGMT
3884430638,GENB
3884430638,FIN
3884430632,PRJM
3884430632,DIST
3884430632,HR
3884424835,RSCH
3884424835,ANLS
3884424835,IT
3884430634,HCPR
3884429608,CNSL
3884429608,CUST
3884428699,SALE
3884428699,BD
3884427871,MRKT
3884427871,SALE
3884431591,FIN
3884431591,SALE
3884431253,OTHR
3884430272,ADM
3884429653,ENG
3884430273,HCPR
3656167404,ADM
3884431490,ENG
3884431490,IT
3884429683,SALE
3884429683,BD
3884429552,MGMT
3884429552,MNFC
3884431542,PRJM
3884431542,IT
3884431687,IT
3884431614,ACCT
3884431614,FIN
3884429686,HCPR
3884427691,ADM
3884428982,ACCT
3884428982,FIN
3884426762,HCPR
3884431580,IT
3884428977,ENG
3884428977,IT
3884429722,SALE
3884429722,BD
3884431554,HR
3884431480,MGMT
3884431480,MNFC
3884430726,ADVR
3884426999,MGMT
3884426999,MNFC
3884429610,FIN
3884429610,SALE
3884427957,QA
3884430577,IT
3884430577,PRJM
3884429616,HR
3884429616,ADM
3884429616,CUST
3884429775,ADM
3884429775,CUST
3884426652,ENG
3884426652,IT
3884431744,MGMT
3884431744,PRJM
3884431744,ENG
3884430521,QA
3884426975,IT
3884429777,ACCT
3884429777,FIN
3884430648,SALE
3884430648,BD
3884431576,IT
3884429699,SALE
3884429699,BD
3884429699,CUST
3884428991,MGMT
3884428991,MNFC
3884430601,IT
3884431694,EDU
3884431694,TRNG
3884429703,HCPR
3884429684,OTHR
3884429684,SCI
3884429758,MGMT
3884429758,MNFC
3884429781,HCPR
3884430673,ADM
3884430673,GENB
3884430628,MGMT
3884430628,PRDM
3884430628,ENG
3884430781,FIN
3884430781,ACCT
3827945924,ENG
3827945924,IT
3884431641,FIN
3884431641,ACCT
3884430616,IT
3610032286,SALE
3610032286,BD
3884429701,LGL
3884430647,SUPL
3884430647,MNFC
3884430647,ENG
3884429787,ENG
3884429787,MNFC
3884429787,PROD
3884431598,MNFC
3884430741,QA
3884430741,MNFC
3884428994,SALE
3884428994,BD
3884429642,ACCT
3884429642,FIN
3884430751,STRA
3884430751,PRJM
3884430751,BD
3884431706,ADM
3884431706,FIN
3884429748,PRJM
3884429748,MGMT
3884429748,ENG
3884429666,MGMT
3884429666,MNFC
3884430549,SALE
3884430549,BD
3884431550,ACCT
3884431550,FIN
3884430735,RSCH
3884430735,ANLS
3884430735,IT
3884429864,SALE
3884429801,ADM
3884427958,IT
3884429902,MRKT
3871144579,BD
3871144579,SALE
3884430655,MGMT
3884430655,MNFC
3884431599,ENG
3884431599,IT
3884431654,LGL
3884430605,MGMT
3844216662,PRJM
3844216662,IT
3884429636,PRJM
3884430432,SALE
3884430432,BD
3884430800,SALE
3884430800,BD
3884430512,MGMT
3884430512,MNFC
3884429764,PRJM
3884429763,ENG
3884429763,IT
3855387504,EDU
3855387504,TRNG
3884429726,LGL
3884430807,SALE
3884430807,MGMT
3884430801,HCPR
3884429852,EDU
3884429852,TRNG
3884430816,SALE
3884430816,BD
3884430816,FIN
3884426925,SALE
3884426925,BD
3884429788,OTHR
3884431771,HCPR
3884430701,MGMT
3884430701,MNFC
3884431621,ANLS
3884431621,IT
3884431621,CUST
3884430769,RSCH
3884430769,SCI
3846426461,HCPR
3884430732,DSGN
3795149962,ADM
3884426920,SALE
3884426920,MGMT
1218575,HCPR
3884431495,IT
3884427746,HR
3884429749,OTHR
3795156068,ADM
3884429705,PRCH
3884429705,SUPL
3799458858,ADM
3884431494,MGMT
3884431494,MNFC
3884430793,OTHR
3884431121,IT
3884430718,EDU
3830916199,SALE
3830916199,BD
3884429879,SALE
3884429879,BD
3884429879,FIN
3884430958,ADVR
3884424904,RSCH
3884424904,ANLS
3884424904,IT
2957460032,MGMT
2957460032,MNFC
3818306840,OTHR
3884430789,MGMT
3884430789,MNFC
3884427966,IT
3884429733,HCPR
3884431726,IT
3884429790,MGMT
3884429790,MNFC
3884430700,CUST
3884430700,MRKT
3884429697,SALE
3884429697,BD
3884430909,ENG
3884430682,EDU
3884430682,TRNG
3884430813,OTHR
3817454364,ENG
3817454364,IT
3884431679,RSCH
3884429830,CUST
3884429830,CNSL
3884429830,SALE
3884430684,HCPR
358267047,MGMT
358267047,MNFC
3884425580,PRDM
3884425580,IT
3884429859,SALE
3884429859,MGMT
3884431578,SALE
3884431578,BD
3884430611,ART
3884430913,HCPR
3884430827,HCPR
3884429809,BD
3884429809,SALE
3884430817,SALE
3884430817,BD
3884430817,FIN
3884429179,IT
3884430691,HCPR
3884431507,OTHR
3863030008,HCPR
2934066464,OTHR
3842513172,FIN
3842513172,SALE
3884431629,HCPR
3884428980,IT
3884422904,HCPR
3884431723,ADM
3849949750,SALE
3849949750,BD
3845924752,ADM
3884429620,ACCT
3884429620,FIN
3884429747,LGL
3835324900,SALE
3835324900,MGMT
3884431732,MGMT
3884431732,MNFC
3884429717,ANLS
3884429714,HR
3884431058,MRKT
3884431058,SALE
3884430966,OTHR
3884431437,ENG
3884431437,IT
3842227398,HCPR
3840584142,SALE
3840584142,BD
3857325080,MGMT
3857325080,ENG
3884430774,PRJM
3884430774,IT
3884429858,SALE
3884429858,BD
3884431572,HCPR
3884431655,FIN
3884431655,SALE
3884431632,IT
3884431728,HCPR
3884430915,BD
3884430915,CUST
3877509537,ENG
3877509537,MNFC
3884429878,SALE
3884429878,BD
3884429878,FIN
974774701,MRKT
974774701,SALE
3884431643,ENG
3884431643,IT
3787503302,OTHR
3884428490,MGMT
3884428490,MNFC
3884422761,BD
3884422761,SALE
3884430666,ENG
3884430666,IT
3884430690,SALE
3884427334,RSCH
3884427334,ANLS
3884427334,IT
3884430719,FIN
3884430719,ACCT
3884430657,OTHR
3438976411,ACCT
3438976411,FIN
3884430949,ENG
3884430949,IT
3884430592,HR
3884429751,IT
3863624365,ENG
3863624365,DSGN
3564676727,ACCT
3564676727,FIN
3884429973,DSGN
3884429973,ART
3884429973,MRKT
3729323858,IT
3884429786,SALE
3884429786,BD
3884431165,FIN
3884431165,SALE
3884429793,MGMT
3884429793,IT
3884429793,ENG
3884431709,ADM
3884431734,MRKT
3884431734,SALE
3884431734,PR
3857787956,RSCH
3857787956,ANLS
3857787956,IT
3884431645,HR
3874702220,HCPR
3884431648,ENG
3884431648,OTHR
3869413340,ACCT
3869413340,FIN
3884431566,ACCT
3884429724,MGMT
3884429724,MNFC
3884430752,QA
3018278978,ADM
3850259262,OTHR
3709615746,FIN
3709615746,SALE
3778036844,HCPR
3872255483,OTHR
3828515870,PRJM
3828515870,IT
3821047961,BD
3821047961,SALE
3699309082,ENG
3699309082,IT
3856243244,FIN
3856243244,SALE
3845877107,OTHR
3610596223,FIN
3610596223,SALE
3844026638,SALE
3844026638,MGMT
1448163866,ADM
3875471829,MGMT
3875471829,MNFC
243731357,LGL
606178500,OTHR
3729768983,BD
3729768983,SALE
3844608722,MGMT
3844608722,MNFC
112576855,MGMT
112576855,MNFC
3876264575,MRKT
3876264575,SALE
3827268681,FIN
3827268681,SALE
3782812525,SALE
3782812525,BD
3555161614,DSGN
3555161614,ART
3555161614,IT
3831919828,SALE
3831919828,BD
3777765500,DSGN
3777765500,ART
3777765500,IT
2264355,DSGN
2264355,ART
2264355,IT
231010577,MGMT
231010577,MNFC
3766290342,HCPR
3731389852,MGMT
3731389852,MNFC
56924323,ENG
3299509053,PRJM
3299509053,IT
3814231424,BD
3814231424,SALE
3875041552,SALE
1219205895,HR
3678077169,DSGN
3678077169,ART
3678077169,IT
2747409392,ENG
2747409392,IT
3872290694,MRKT
3872290694,SALE
3547664337,SALE
3547664337,BD
3857044719,SALE
3857044719,BD
3861575250,ADM
3835965860,ENG
3835965860,IT
3486250934,BD
3486250934,SALE
3857386463,ENG
3857386463,IT
3822583239,MGMT
3822583239,MNFC
2914254129,MGMT
2914254129,MNFC
3841963841,ENG
3841963841,IT
3876572082,FIN
3876572082,EDU
3863869819,ENG
3863869819,IT
3868417076,BD
3868417076,SALE
3844035605,OTHR
3782349432,SALE
3782349432,MGMT
3594311833,MRKT
3594311833,SALE
3821064325,OTHR
3407282046,DSGN
3407282046,ART
3407282046,IT
3871631334,ENG
3871631334,IT
3855969867,ADM
117675818,HCPR
3835806869,SALE
3841334821,FIN
3841334821,ANLS
3866468513,HCPR
3533320307,ENG
3533320307,IT
3883216578,ENG
3883216578,PRJM
3883216578,DSGN
2826285517,EDU
2826285517,TRNG
95428182,ADM
3877345234,LGL
3710273988,IT
3720682554,FIN
3720682554,SALE
3867568566,SALE
3867568566,BD
3808747564,ENG
3808747564,IT
3876434405,SALE
3876434405,BD
3844032378,ENG
3844032378,IT
1586552873,SALE
1586552873,FIN
1586552873,RSCH
1829192,HCPR
3873909733,ACCT
3873909733,FIN
3880176089,IT
3844031840,RSCH
3844031840,ANLS
3844031840,IT
11009123,DSGN
11009123,ART
11009123,IT
3853719293,BD
3853719293,SALE
3383214611,SALE
3383214611,BD
3659406780,OTHR
3270034794,PRJM
3270034794,IT
3851780654,DSGN
3851780654,ART
3851780654,IT
3876469865,BD
3876469865,SALE
3843103150,HCPR
3853386067,GENB
3853386067,MGMT
3853386067,BD
3844019967,SALE
3844019967,BD
103254301,DSGN
103254301,ART
103254301,IT
3870352558,DSGN
3870352558,ART
3870352558,IT
3864347111,ACCT
3864347111,FIN
3492110889,OTHR
3874366322,ENG
3874366322,IT
3723335242,MGMT
3723335242,MNFC
3851131508,IT
3662420217,ADM
3859578144,MGMT
3859578144,MNFC
3582587683,ACCT
3582587683,FIN
3769036399,FIN
3769036399,SALE
3787279047,SALE
3787279047,MGMT
3784021865,MGMT
3784021865,MNFC
3867234681,ENG
3867234681,IT
3878345482,SALE
3878345482,BD
3831807497,EDU
3831807497,TRNG
3639866700,DSGN
3639866700,ART
3639866700,IT
3883403219,MNFC
3883403219,ENG
3880619804,PRJM
3880619804,IT
3883686441,SALE
3883686441,BD
3867550643,RSCH
3867550643,ANLS
3867550643,IT
3809032639,MRKT
3809032639,SALE
3882144210,RSCH
3882144210,ANLS
3882144210,IT
3870709286,OTHR
3774103540,FIN
3774103540,SALE
3693083161,DSGN
3693083161,ART
3693083161,IT
935210241,LGL
3848811947,ENG
3848811947,IT
3812809624,MGMT
3812809624,MNFC
3844025327,SALE
3844025327,BD
3864575201,MNFC
3864575201,ENG
3799217187,SALE
3799217187,BD
3720384155,HR
3838150253,SALE
3838150253,BD
3840217276,ACCT
3840217276,FIN
3831214149,SALE
3831214149,BD
3884003641,ACCT
3884003641,FIN
3784077709,HCPR
3844654703,SALE
3844654703,BD
3592392532,ENG
3592392532,IT
3619548798,ENG
3826269982,LGL
2314566469,ENG
2314566469,IT
3762860888,SALE
3762860888,BD
3804822096,FIN
3804822096,SALE
3882248468,SALE
3882248468,BD
3277232283,HR
23221523,OTHR
3848963986,IT
2147609789,FIN
2147609766,SALE
2147609766,BD
2147609754,OTHR
2147609929,MGMT
2147609929,MNFC
2147609785,FIN
2147609785,SALE
2147609816,MGMT
2147609816,MNFC
2147609712,HCPR
2147609835,MGMT
2147609835,MNFC
2147609840,MGMT
2147609840,MNFC
2147609774,HCPR
2147609858,HCPR
3882000504,LGL
3808471710,SALE
3853995874,DSGN
3853995874,ART
3853995874,IT
805229245,SALE
805229245,BD
3817203807,ENG
3817203807,IT
3862673730,PRJM
3862673730,IT
3364366864,LGL
3755323506,ACCT
3755323506,FIN
3869748264,ENG
3869748264,IT
3829619875,SALE
3829619875,MGMT
3726764279,OTHR
1129235875,SALE
1129235875,BD
3837482218,MRKT
3837482218,SALE
3860843120,HR
3855860744,SALE
3855860744,BD
3835703401,ENG
3835703401,IT
3860372966,IT
3874965536,OTHR
3874965536,IT
3874965536,MGMT
3814546942,DSGN
3814546942,ART
3814546942,IT
3851105711,MGMT
3851105711,MNFC
3797460723,DSGN
3797460723,ART
3797460723,IT
3379554375,MRKT
3379554375,PR
3379554375,WRT
3851109061,MGMT
3851109061,MNFC
3328787598,HCPR
3698445650,MGMT
3698445650,MNFC
